-- ============================================================
-- PIYÈS — Photographie de la base de données 
-- (passée 080826, donc de legeres modifications peuvent avoir eu lieu depuis  )
-- ============================================================

-- Liste des tables et types

| table_name             | column_name             | data_type                   | is_nullable |
| User                   | 2200_17503_8_not_null              | balance IS NOT NULL                                                                                           |
| User                   | 2200_17503_9_not_null              | mfaEnabled IS NOT NULL                                                                                        |
| User                   | 2200_17503_10_not_null             | biometricsEnabled IS NOT NULL                                                                                 |
| User                   | 2200_17503_12_not_null             | isDeviceVerified IS NOT NULL                                                                                  |
| User                   | 2200_17503_14_not_null             | language IS NOT NULL                                                                                          |
| User                   | 2200_17503_15_not_null             | createdAt IS NOT NULL                                                                                         |
| User                   | 2200_17503_16_not_null             | updatedAt IS NOT NULL                                                                                         |
| User                   | 2200_17503_26_not_null             | accountType IS NOT NULL                                                                                       |
| User                   | User_accountType_check             | ("accountType" = ANY (ARRAY['individual'::text, 'business'::text]))                                           |
| _UserConversations     | 2200_17614_1_not_null              | A IS NOT NULL                                                                                                 |
| _UserConversations     | 2200_17614_2_not_null              | B IS NOT NULL                                                                                                 |
| journal_entry          | 2200_67321_1_not_null              | id IS NOT NULL                                                                                                |
| journal_entry          | journal_entry_status_check         | (status = ANY (ARRAY['PENDING'::text, 'POSTED'::text, 'REVERSED'::text]))                                     |
| journal_entry          | 2200_67321_6_not_null              | description IS NOT NULL                                                                                       |
| journal_entry          | 2200_67321_3_not_null              | status IS NOT NULL                                                                                            |
| journal_entry          | 2200_67321_2_not_null              | posted_at IS NOT NULL                                                                                         |
| journal_line           | journal_line_amount_cents_check    | (amount_cents >= 0)                                                                                           |
| journal_line           | journal_line_direction_check       | (direction = ANY (ARRAY['DEBIT'::text, 'CREDIT'::text]))                                                      |
| journal_line           | 2200_67335_5_not_null              | amount_cents IS NOT NULL                                                                                      |
| journal_line           | 2200_67335_4_not_null              | direction IS NOT NULL                                                                                         |
| journal_line           | 2200_67335_3_not_null              | ledger_account_id IS NOT NULL                                                                                 |
| journal_line           | 2200_67335_2_not_null              | journal_entry_id IS NOT NULL                                                                                  |
| journal_line           | 2200_67335_1_not_null              | id IS NOT NULL                                                                                                |
| ledger_account         | 2200_67305_2_not_null              | code IS NOT NULL                                                                                              |
| ledger_account         | 2200_67305_1_not_null              | id IS NOT NULL                                                                                                |
| ledger_account         | ledger_account_type_check          | (type = ANY (ARRAY['ASSET'::text, 'LIABILITY'::text, 'EQUITY'::text, 'REVENUE'::text, 'EXPENSE'::text]))      |
| ledger_account         | 2200_67305_11_not_null             | created_at IS NOT NULL                                                                                        |
| ledger_account         | 2200_67305_10_not_null             | allow_overdraft IS NOT NULL                                                                                   |
| ledger_account         | 2200_67305_9_not_null              | is_system IS NOT NULL                                                                                         |
| ledger_account         | 2200_67305_5_not_null              | currency IS NOT NULL                                                                                          |
| ledger_account         | 2200_67305_4_not_null              | type IS NOT NULL                                                                                              |
| ledger_account         | 2200_67305_3_not_null              | name IS NOT NULL                                                                                              |
| ledger_account_balance | 2200_67357_1_not_null              | ledger_account_id IS NOT NULL                                                                                 |
| ledger_account_balance | 2200_67357_2_not_null              | balance_cents IS NOT NULL                                                                                     |
| ledger_account_balance | 2200_67357_3_not_null              | updated_at IS NOT NULL                                                                                        |
| payment_order          | payment_order_amount_cents_check   | (amount_cents > 0)                                                                                            |
| payment_order          | payment_order_status_check         | (status = ANY (ARRAY['CREATED'::text, 'SUBMITTED'::text, 'SETTLED'::text, 'FAILED'::text, 'REVERSED'::text])) |
| payment_order          | 2200_67371_3_not_null              | customer_user_id IS NOT NULL                                                                                  |
| payment_order          | 2200_67371_1_not_null              | id IS NOT NULL                                                                                                |
| payment_order          | 2200_67371_5_not_null              | status IS NOT NULL                                                                                            |
| payment_order          | 2200_67371_6_not_null              | amount_cents IS NOT NULL                                                                                      |
| payment_order          | 2200_67371_7_not_null              | currency IS NOT NULL                                                                                          |
| payment_order          | 2200_67371_8_not_null              | debit_account_id IS NOT NULL                                                                                  |
| payment_order          | 2200_67371_9_not_null              | credit_account_id IS NOT NULL                                                                                 |
| payment_order          | 2200_67371_11_not_null             | created_at IS NOT NULL                                                                                        |
| payment_order          | 2200_67371_12_not_null             | updated_at IS NOT NULL                                                                                        |
| payment_order          | 2200_67371_4_not_null              | type IS NOT NULL                                                                                              |
| piyes_api_key          | 2200_67422_1_not_null              | id IS NOT NULL                                                                                                |
| piyes_api_key          | 2200_67422_8_not_null              | createdAt IS NOT NULL                                                                                         |
| piyes_api_key          | piyes_api_key_status_check         | (status = ANY (ARRAY['active'::text, 'revoked'::text]))                                                       |
| piyes_api_key          | 2200_67422_5_not_null              | status IS NOT NULL                                                                                            |
| piyes_api_key          | 2200_67422_3_not_null              | name IS NOT NULL                                                                                              |
| piyes_api_key          | 2200_67422_4_not_null              | apiKeyHash IS NOT NULL                                                                                        |


-- ============================================================
-- SECTION 5: INDEX
-- ============================================================


| schemaname | tablename              | indexname                                                     | indexdef                                                                                                                                                              |
| ---------- | ---------------------- | ------------------------------------------------------------- | --------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| public     | Account                | Account_pkey                                                  | CREATE UNIQUE INDEX "Account_pkey" ON public."Account" USING btree (id)                                                                                               |
| public     | Ad                     | Ad_pkey                                                       | CREATE UNIQUE INDEX "Ad_pkey" ON public."Ad" USING btree (id)                                                                                                         |
| public     | BusinessProfile        | BusinessProfile_pkey                                          | CREATE UNIQUE INDEX "BusinessProfile_pkey" ON public."BusinessProfile" USING btree (id)                                                                               |
| public     | BusinessProfile        | BusinessProfile_userId_unique                                 | CREATE UNIQUE INDEX "BusinessProfile_userId_unique" ON public."BusinessProfile" USING btree ("userId")                                                                |
| public     | Card                   | Card_pkey                                                     | CREATE UNIQUE INDEX "Card_pkey" ON public."Card" USING btree (id)                                                                                                     |
| public     | Contact                | Contact_pkey                                                  | CREATE UNIQUE INDEX "Contact_pkey" ON public."Contact" USING btree (id)                                                                                               |
| public     | Conversation           | Conversation_pkey                                             | CREATE UNIQUE INDEX "Conversation_pkey" ON public."Conversation" USING btree (id)                                                                                     |
| public     | Friendship             | Friendship_pkey                                               | CREATE UNIQUE INDEX "Friendship_pkey" ON public."Friendship" USING btree (id)                                                                                         |
| public     | Friendship             | Friendship_unique_pair                                        | CREATE UNIQUE INDEX "Friendship_unique_pair" ON public."Friendship" USING btree ("requesterId", "receiverId")                                                         |
| public     | InternationalTransfer  | InternationalTransfer_pkey                                    | CREATE UNIQUE INDEX "InternationalTransfer_pkey" ON public."InternationalTransfer" USING btree (id)                                                                   |
| public     | InternationalTransfer  | idx_intl_sender                                               | CREATE INDEX idx_intl_sender ON public."InternationalTransfer" USING btree ("senderId")                                                                               |
| public     | Key                    | Key_pkey                                                      | CREATE UNIQUE INDEX "Key_pkey" ON public."Key" USING btree (id)                                                                                                       |
| public     | Key                    | Key_value_key                                                 | CREATE UNIQUE INDEX "Key_value_key" ON public."Key" USING btree (value)                                                                                               |
| public     | Message                | Message_pkey                                                  | CREATE UNIQUE INDEX "Message_pkey" ON public."Message" USING btree (id)                                                                                               |
| public     | Notification           | Notification_pkey                                             | CREATE UNIQUE INDEX "Notification_pkey" ON public."Notification" USING btree (id)                                                                                     |
| public     | PrivacySettings        | PrivacySettings_pkey                                          | CREATE UNIQUE INDEX "PrivacySettings_pkey" ON public."PrivacySettings" USING btree (id)                                                                               |
| public     | PrivacySettings        | PrivacySettings_userId_key                                    | CREATE UNIQUE INDEX "PrivacySettings_userId_key" ON public."PrivacySettings" USING btree ("userId")                                                                   |
| public     | Promotion              | Promotion_pkey                                                | CREATE UNIQUE INDEX "Promotion_pkey" ON public."Promotion" USING btree (id)                                                                                           |
| public     | ScheduledPayment       | ScheduledPayment_pkey                                         | CREATE UNIQUE INDEX "ScheduledPayment_pkey" ON public."ScheduledPayment" USING btree (id)                                                                             |
| public     | Session                | Session_pkey                                                  | CREATE UNIQUE INDEX "Session_pkey" ON public."Session" USING btree (id)                                                                                               |
| public     | Session                | Session_token_key                                             | CREATE UNIQUE INDEX "Session_token_key" ON public."Session" USING btree (token)                                                                                       |
| public     | Transaction            | Transaction_pkey                                              | CREATE UNIQUE INDEX "Transaction_pkey" ON public."Transaction" USING btree (id)                                                                                       |
| public     | Transaction            | transaction_payment_order_idx                                 | CREATE INDEX transaction_payment_order_idx ON public."Transaction" USING btree (payment_order_id)                                                                     |
| public     | User                   | User_accountNumber_key                                        | CREATE UNIQUE INDEX "User_accountNumber_key" ON public."User" USING btree ("accountNumber")                                                                           |
| public     | User                   | User_email_key                                                | CREATE UNIQUE INDEX "User_email_key" ON public."User" USING btree (email)                                                                                             |
| public     | User                   | User_pkey                                                     | CREATE UNIQUE INDEX "User_pkey" ON public."User" USING btree (id)                                                                                                     |
| public     | User                   | User_tag_key                                                  | CREATE UNIQUE INDEX "User_tag_key" ON public."User" USING btree (tag)                                                                                                 |
| public     | User                   | idx_user_is_demo                                              | CREATE INDEX idx_user_is_demo ON public."User" USING btree (is_demo)                                                                                                  |
| public     | _UserConversations     | _UserConversations_AB_pkey                                    | CREATE UNIQUE INDEX "_UserConversations_AB_pkey" ON public."_UserConversations" USING btree ("A", "B")                                                                |
| public     | _UserConversations     | _UserConversations_B_index                                    | CREATE INDEX "_UserConversations_B_index" ON public."_UserConversations" USING btree ("B")                                                                            |
| public     | journal_entry          | journal_entry_external_ref_key                                | CREATE UNIQUE INDEX journal_entry_external_ref_key ON public.journal_entry USING btree (external_ref)                                                                 |
| public     | journal_entry          | journal_entry_pkey                                            | CREATE UNIQUE INDEX journal_entry_pkey ON public.journal_entry USING btree (id)                                                                                       |
| public     | journal_line           | journal_line_journal_entry_id_ledger_account_id_direction_key | CREATE UNIQUE INDEX journal_line_journal_entry_id_ledger_account_id_direction_key ON public.journal_line USING btree (journal_entry_id, ledger_account_id, direction) |
| public     | journal_line           | journal_line_pkey                                             | CREATE UNIQUE INDEX journal_line_pkey ON public.journal_line USING btree (id)                                                                                         |
| public     | ledger_account         | ledger_account_code_key                                       | CREATE UNIQUE INDEX ledger_account_code_key ON public.ledger_account USING btree (code)                                                                               |
| public     | ledger_account         | ledger_account_customer_uniq                                  | CREATE UNIQUE INDEX ledger_account_customer_uniq ON public.ledger_account USING btree (customer_user_id) WHERE (customer_user_id IS NOT NULL)                         |
| public     | ledger_account         | ledger_account_pkey                                           | CREATE UNIQUE INDEX ledger_account_pkey ON public.ledger_account USING btree (id)                                                                                     |
| public     | ledger_account_balance | ledger_account_balance_pkey                                   | CREATE UNIQUE INDEX ledger_account_balance_pkey ON public.ledger_account_balance USING btree (ledger_account_id)                                                      |
| public     | payment_order          | payment_order_idempotency_key_key                             | CREATE UNIQUE INDEX payment_order_idempotency_key_key ON public.payment_order USING btree (idempotency_key)                                                           |
| public     | payment_order          | payment_order_pkey                                            | CREATE UNIQUE INDEX payment_order_pkey ON public.payment_order USING btree (id)                                                                                       |
| public     | piyes_api_key          | idx_api_key_hash                                              | CREATE INDEX idx_api_key_hash ON public.piyes_api_key USING btree ("apiKeyHash")                                                                                      |
| public     | piyes_api_key          | idx_api_key_owner                                             | CREATE INDEX idx_api_key_owner ON public.piyes_api_key USING btree ("ownerUserId") WHERE (status = 'active'::text)                                                    |
| public     | piyes_api_key          | piyes_api_key_apiKeyHash_key                                  | CREATE UNIQUE INDEX "piyes_api_key_apiKeyHash_key" ON public.piyes_api_key USING btree ("apiKeyHash")                                                                 |
| public     | piyes_api_key          | piyes_api_key_pkey                                            | CREATE UNIQUE INDEX piyes_api_key_pkey ON public.piyes_api_key USING btree (id)                                                                                       |


-- ============================================================
-- SECTION 6: RLS (ROW LEVEL SECURITY)
-- ============================================================


| schemaname | tablename       | policyname                                  | permissive | roles    | cmd    | qual                                          | with_check                                    |
| ---------- | --------------- | ------------------------------------------- | ---------- | -------- | ------ | --------------------------------------------- | --------------------------------------------- |
| public     | Account         | Allow public insert                         | PERMISSIVE | {public} | INSERT | null                                          | true                                          |
| public     | Account         | Users can update their own accounts         | PERMISSIVE | {public} | UPDATE | ((auth.uid())::text = "userId")               | null                                          |
| public     | Account         | Users can view their own accounts           | PERMISSIVE | {public} | SELECT | ((auth.uid())::text = "userId")               | null                                          |
| public     | PrivacySettings | Allow public insert                         | PERMISSIVE | {public} | INSERT | null                                          | true                                          |
| public     | PrivacySettings | Users can update their own privacy settings | PERMISSIVE | {public} | UPDATE | ((auth.uid())::text = "userId")               | null                                          |
| public     | PrivacySettings | Users can view their own privacy settings   | PERMISSIVE | {public} | SELECT | ((auth.uid())::text = "userId")               | null                                          |
| public     | Session         | Allow public insert                         | PERMISSIVE | {public} | INSERT | null                                          | true                                          |
| public     | Session         | Users can delete their own sessions         | PERMISSIVE | {public} | DELETE | ((auth.uid())::text = "userId")               | null                                          |
| public     | Session         | Users can update their own sessions         | PERMISSIVE | {public} | UPDATE | ((auth.uid())::text = "userId")               | null                                          |
| public     | Session         | Users can view their own sessions           | PERMISSIVE | {public} | SELECT | ((auth.uid())::text = "userId")               | null                                          |
| public     | User            | Allow public insert                         | PERMISSIVE | {public} | INSERT | null                                          | true                                          |
| public     | User            | Users can update their own profile          | PERMISSIVE | {public} | UPDATE | ((auth.uid())::text = id)                     | null                                          |
| public     | User            | Users can view their own profile            | PERMISSIVE | {public} | SELECT | ((auth.uid())::text = id)                     | null                                          |
| public     | piyes_api_key   | Service role can manage all API keys        | PERMISSIVE | {public} | ALL    | (auth.role() = 'service_role'::text)          | null                                          |
| public     | piyes_api_key   | Users can create their own API keys         | PERMISSIVE | {public} | INSERT | null                                          | ((auth.jwt() ->> 'id'::text) = "ownerUserId") |
| public     | piyes_api_key   | Users can delete their own API keys         | PERMISSIVE | {public} | DELETE | ((auth.jwt() ->> 'id'::text) = "ownerUserId") | null                                          |
| public     | piyes_api_key   | Users can update their own API keys         | PERMISSIVE | {public} | UPDATE | ((auth.jwt() ->> 'id'::text) = "ownerUserId") | ((auth.jwt() ->> 'id'::text) = "ownerUserId") |
| public     | piyes_api_key   | Users can view their own API keys           | PERMISSIVE | {public} | SELECT | ((auth.jwt() ->> 'id'::text) = "ownerUserId") | null                                          |


-- ============================================================
-- SECTION 7: PRIVILÈGES (GRANTS)
-- ============================================================


| grantee       | table_schema | table_name             | privilege_type | is_grantable |
| ------------- | ------------ | ---------------------- | -------------- | ------------ |
| anon          | public       | Account                | DELETE         | NO           |
| anon          | public       | Account                | INSERT         | NO           |
| anon          | public       | Account                | REFERENCES     | NO           |
| anon          | public       | Account                | SELECT         | NO           |
| anon          | public       | Account                | TRIGGER        | NO           |
| anon          | public       | Account                | TRUNCATE       | NO           |
| anon          | public       | Account                | UPDATE         | NO           |
| authenticated | public       | Account                | DELETE         | NO           |
| authenticated | public       | Account                | INSERT         | NO           |
| authenticated | public       | Account                | REFERENCES     | NO           |
| authenticated | public       | Account                | SELECT         | NO           |
| authenticated | public       | Account                | TRIGGER        | NO           |
| authenticated | public       | Account                | TRUNCATE       | NO           |
| authenticated | public       | Account                | UPDATE         | NO           |
| postgres      | public       | Account                | DELETE         | YES          |
| postgres      | public       | Account                | INSERT         | YES          |
| postgres      | public       | Account                | REFERENCES     | YES          |
| postgres      | public       | Account                | SELECT         | YES          |
| postgres      | public       | Account                | TRIGGER        | YES          |
| postgres      | public       | Account                | TRUNCATE       | YES          |
| postgres      | public       | Account                | UPDATE         | YES          |
| service_role  | public       | Account                | DELETE         | NO           |
| service_role  | public       | Account                | INSERT         | NO           |
| service_role  | public       | Account                | REFERENCES     | NO           |
| service_role  | public       | Account                | SELECT         | NO           |
| service_role  | public       | Account                | TRIGGER        | NO           |
| service_role  | public       | Account                | TRUNCATE       | NO           |
| service_role  | public       | Account                | UPDATE         | NO           |
| anon          | public       | Ad                     | DELETE         | NO           |
| anon          | public       | Ad                     | INSERT         | NO           |
| anon          | public       | Ad                     | REFERENCES     | NO           |
| anon          | public       | Ad                     | SELECT         | NO           |
| anon          | public       | Ad                     | TRIGGER        | NO           |
| anon          | public       | Ad                     | TRUNCATE       | NO           |
| anon          | public       | Ad                     | UPDATE         | NO           |
| authenticated | public       | Ad                     | DELETE         | NO           |
| authenticated | public       | Ad                     | INSERT         | NO           |
| authenticated | public       | Ad                     | REFERENCES     | NO           |
| authenticated | public       | Ad                     | SELECT         | NO           |
| authenticated | public       | Ad                     | TRIGGER        | NO           |
| authenticated | public       | Ad                     | TRUNCATE       | NO           |
| authenticated | public       | Ad                     | UPDATE         | NO           |
| postgres      | public       | Ad                     | DELETE         | YES          |
| postgres      | public       | Ad                     | INSERT         | YES          |
| postgres      | public       | Ad                     | REFERENCES     | YES          |
| postgres      | public       | Ad                     | SELECT         | YES          |
| postgres      | public       | Ad                     | TRIGGER        | YES          |
| postgres      | public       | Ad                     | TRUNCATE       | YES          |
| postgres      | public       | Ad                     | UPDATE         | YES          |
| service_role  | public       | Ad                     | DELETE         | NO           |
| service_role  | public       | Ad                     | INSERT         | NO           |
| service_role  | public       | Ad                     | REFERENCES     | NO           |
| service_role  | public       | Ad                     | SELECT         | NO           |
| service_role  | public       | Ad                     | TRIGGER        | NO           |
| service_role  | public       | Ad                     | TRUNCATE       | NO           |
| service_role  | public       | Ad                     | UPDATE         | NO           |
| anon          | public       | BusinessProfile        | DELETE         | NO           |
| anon          | public       | BusinessProfile        | INSERT         | NO           |
| anon          | public       | BusinessProfile        | REFERENCES     | NO           |
| anon          | public       | BusinessProfile        | SELECT         | NO           |
| anon          | public       | BusinessProfile        | TRIGGER        | NO           |
| anon          | public       | BusinessProfile        | TRUNCATE       | NO           |
| anon          | public       | BusinessProfile        | UPDATE         | NO           |
| authenticated | public       | BusinessProfile        | DELETE         | NO           |
| authenticated | public       | BusinessProfile        | INSERT         | NO           |
| authenticated | public       | BusinessProfile        | REFERENCES     | NO           |
| authenticated | public       | BusinessProfile        | SELECT         | NO           |
| authenticated | public       | BusinessProfile        | TRIGGER        | NO           |
| authenticated | public       | BusinessProfile        | TRUNCATE       | NO           |
| authenticated | public       | BusinessProfile        | UPDATE         | NO           |
| postgres      | public       | BusinessProfile        | DELETE         | YES          |
| postgres      | public       | BusinessProfile        | INSERT         | YES          |
| postgres      | public       | BusinessProfile        | REFERENCES     | YES          |
| postgres      | public       | BusinessProfile        | SELECT         | YES          |
| postgres      | public       | BusinessProfile        | TRIGGER        | YES          |
| postgres      | public       | BusinessProfile        | TRUNCATE       | YES          |
| postgres      | public       | BusinessProfile        | UPDATE         | YES          |
| service_role  | public       | BusinessProfile        | DELETE         | NO           |
| service_role  | public       | BusinessProfile        | INSERT         | NO           |
| service_role  | public       | BusinessProfile        | REFERENCES     | NO           |
| service_role  | public       | BusinessProfile        | SELECT         | NO           |
| service_role  | public       | BusinessProfile        | TRIGGER        | NO           |
| service_role  | public       | BusinessProfile        | TRUNCATE       | NO           |
| service_role  | public       | BusinessProfile        | UPDATE         | NO           |
| anon          | public       | Card                   | DELETE         | NO           |
| anon          | public       | Card                   | INSERT         | NO           |
| anon          | public       | Card                   | REFERENCES     | NO           |
| anon          | public       | Card                   | SELECT         | NO           |
| anon          | public       | Card                   | TRIGGER        | NO           |
| anon          | public       | Card                   | TRUNCATE       | NO           |
| anon          | public       | Card                   | UPDATE         | NO           |
| authenticated | public       | Card                   | DELETE         | NO           |
| authenticated | public       | Card                   | INSERT         | NO           |
| authenticated | public       | Card                   | REFERENCES     | NO           |
| authenticated | public       | Card                   | SELECT         | NO           |
| authenticated | public       | Card                   | TRIGGER        | NO           |
| authenticated | public       | Card                   | TRUNCATE       | NO           |
| authenticated | public       | Card                   | UPDATE         | NO           |
| postgres      | public       | Card                   | DELETE         | YES          |
| postgres      | public       | Card                   | INSERT         | YES          |
| postgres      | public       | Card                   | REFERENCES     | YES          |
| postgres      | public       | Card                   | SELECT         | YES          |
| postgres      | public       | Card                   | TRIGGER        | YES          |
| postgres      | public       | Card                   | TRUNCATE       | YES          |
| postgres      | public       | Card                   | UPDATE         | YES          |
| service_role  | public       | Card                   | DELETE         | NO           |
| service_role  | public       | Card                   | INSERT         | NO           |
| service_role  | public       | Card                   | REFERENCES     | NO           |
| service_role  | public       | Card                   | SELECT         | NO           |
| service_role  | public       | Card                   | TRIGGER        | NO           |
| service_role  | public       | Card                   | TRUNCATE       | NO           |
| service_role  | public       | Card                   | UPDATE         | NO           |
| anon          | public       | Contact                | DELETE         | NO           |
| anon          | public       | Contact                | INSERT         | NO           |
| anon          | public       | Contact                | REFERENCES     | NO           |
| anon          | public       | Contact                | SELECT         | NO           |
| anon          | public       | Contact                | TRIGGER        | NO           |
| anon          | public       | Contact                | TRUNCATE       | NO           |
| anon          | public       | Contact                | UPDATE         | NO           |
| authenticated | public       | Contact                | DELETE         | NO           |
| authenticated | public       | Contact                | INSERT         | NO           |
| authenticated | public       | Contact                | REFERENCES     | NO           |
| authenticated | public       | Contact                | SELECT         | NO           |
| authenticated | public       | Contact                | TRIGGER        | NO           |
| authenticated | public       | Contact                | TRUNCATE       | NO           |
| authenticated | public       | Contact                | UPDATE         | NO           |
| postgres      | public       | Contact                | DELETE         | YES          |
| postgres      | public       | Contact                | INSERT         | YES          |
| postgres      | public       | Contact                | REFERENCES     | YES          |
| postgres      | public       | Contact                | SELECT         | YES          |
| postgres      | public       | Contact                | TRIGGER        | YES          |
| postgres      | public       | Contact                | TRUNCATE       | YES          |
| postgres      | public       | Contact                | UPDATE         | YES          |
| service_role  | public       | Contact                | DELETE         | NO           |
| service_role  | public       | Contact                | INSERT         | NO           |
| service_role  | public       | Contact                | REFERENCES     | NO           |
| service_role  | public       | Contact                | SELECT         | NO           |
| service_role  | public       | Contact                | TRIGGER        | NO           |
| service_role  | public       | Contact                | TRUNCATE       | NO           |
| service_role  | public       | Contact                | UPDATE         | NO           |
| anon          | public       | Conversation           | DELETE         | NO           |
| anon          | public       | Conversation           | INSERT         | NO           |
| anon          | public       | Conversation           | REFERENCES     | NO           |
| anon          | public       | Conversation           | SELECT         | NO           |
| anon          | public       | Conversation           | TRIGGER        | NO           |
| anon          | public       | Conversation           | TRUNCATE       | NO           |
| anon          | public       | Conversation           | UPDATE         | NO           |
| authenticated | public       | Conversation           | DELETE         | NO           |
| authenticated | public       | Conversation           | INSERT         | NO           |
| authenticated | public       | Conversation           | REFERENCES     | NO           |
| authenticated | public       | Conversation           | SELECT         | NO           |
| authenticated | public       | Conversation           | TRIGGER        | NO           |
| authenticated | public       | Conversation           | TRUNCATE       | NO           |
| authenticated | public       | Conversation           | UPDATE         | NO           |
| postgres      | public       | Conversation           | DELETE         | YES          |
| postgres      | public       | Conversation           | INSERT         | YES          |
| postgres      | public       | Conversation           | REFERENCES     | YES          |
| postgres      | public       | Conversation           | SELECT         | YES          |
| postgres      | public       | Conversation           | TRIGGER        | YES          |
| postgres      | public       | Conversation           | TRUNCATE       | YES          |
| postgres      | public       | Conversation           | UPDATE         | YES          |
| service_role  | public       | Conversation           | DELETE         | NO           |
| service_role  | public       | Conversation           | INSERT         | NO           |
| service_role  | public       | Conversation           | REFERENCES     | NO           |
| service_role  | public       | Conversation           | SELECT         | NO           |
| service_role  | public       | Conversation           | TRIGGER        | NO           |
| service_role  | public       | Conversation           | TRUNCATE       | NO           |
| service_role  | public       | Conversation           | UPDATE         | NO           |
| anon          | public       | Friendship             | DELETE         | NO           |
| anon          | public       | Friendship             | INSERT         | NO           |
| anon          | public       | Friendship             | REFERENCES     | NO           |
| anon          | public       | Friendship             | SELECT         | NO           |
| anon          | public       | Friendship             | TRIGGER        | NO           |
| anon          | public       | Friendship             | TRUNCATE       | NO           |
| anon          | public       | Friendship             | UPDATE         | NO           |
| authenticated | public       | Friendship             | DELETE         | NO           |
| authenticated | public       | Friendship             | INSERT         | NO           |
| authenticated | public       | Friendship             | REFERENCES     | NO           |
| authenticated | public       | Friendship             | SELECT         | NO           |
| authenticated | public       | Friendship             | TRIGGER        | NO           |
| authenticated | public       | Friendship             | TRUNCATE       | NO           |
| authenticated | public       | Friendship             | UPDATE         | NO           |
| postgres      | public       | Friendship             | DELETE         | YES          |
| postgres      | public       | Friendship             | INSERT         | YES          |
| postgres      | public       | Friendship             | REFERENCES     | YES          |
| postgres      | public       | Friendship             | SELECT         | YES          |
| postgres      | public       | Friendship             | TRIGGER        | YES          |
| postgres      | public       | Friendship             | TRUNCATE       | YES          |
| postgres      | public       | Friendship             | UPDATE         | YES          |
| service_role  | public       | Friendship             | DELETE         | NO           |
| service_role  | public       | Friendship             | INSERT         | NO           |
| service_role  | public       | Friendship             | REFERENCES     | NO           |
| service_role  | public       | Friendship             | SELECT         | NO           |
| service_role  | public       | Friendship             | TRIGGER        | NO           |
| service_role  | public       | Friendship             | TRUNCATE       | NO           |
| service_role  | public       | Friendship             | UPDATE         | NO           |
| anon          | public       | InternationalTransfer  | DELETE         | NO           |
| anon          | public       | InternationalTransfer  | INSERT         | NO           |
| anon          | public       | InternationalTransfer  | REFERENCES     | NO           |
| anon          | public       | InternationalTransfer  | SELECT         | NO           |
| anon          | public       | InternationalTransfer  | TRIGGER        | NO           |
| anon          | public       | InternationalTransfer  | TRUNCATE       | NO           |
| anon          | public       | InternationalTransfer  | UPDATE         | NO           |
| authenticated | public       | InternationalTransfer  | DELETE         | NO           |
