-- ============================================================
-- PIYÈS — Photographie de la base de données 
-- (passée 080826, donc de legeres modifications peuvent avoir eu lieu depuis  )
-- ============================================================

-- Liste des tables et types

| table_name             | column_name             | data_type                   | is_nullable |
| Transaction            | balance_after           | integer                     | YES         | null               | int4        | null                     | 32                | 0             |
| Transaction            | payment_order_id        | text                        | YES         | null               | text        | null                     | null              | null          |
| User                   | id                      | text                        | NO          | null               | text        | null                     | null              | null          |
| User                   | name                    | text                        | NO          | null               | text        | null                     | null              | null          |
| User                   | tag                     | text                        | NO          | null               | text        | null                     | null              | null          |
| User                   | email                   | text                        | YES         | null               | text        | null                     | null              | null          |
| User                   | passwordHash            | text                        | NO          | null               | text        | null                     | null              | null          |
| User                   | pinHash                 | text                        | YES         | null               | text        | null                     | null              | null          |
| User                   | accountNumber           | text                        | NO          | null               | text        | null                     | null              | null          |
| User                   | balance                 | integer                     | NO          | 0                  | int4        | null                     | 32                | 0             |
| User                   | mfaEnabled              | boolean                     | NO          | false              | bool        | null                     | null              | null          |
| User                   | biometricsEnabled       | boolean                     | NO          | false              | bool        | null                     | null              | null          |
| User                   | verificationStatus      | text                        | NO          | 'unverified'::text | text        | null                     | null              | null          |
| User                   | isDeviceVerified        | boolean                     | NO          | false              | bool        | null                     | null              | null          |
| User                   | phone                   | text                        | YES         | null               | text        | null                     | null              | null          |
| User                   | language                | text                        | NO          | 'Français'::text   | text        | null                     | null              | null          |
| User                   | createdAt               | timestamp without time zone | NO          | CURRENT_TIMESTAMP  | timestamp   | null                     | null              | null          |
| User                   | updatedAt               | timestamp without time zone | NO          | null               | timestamp   | null                     | null              | null          |
| User                   | avatarUrl               | text                        | YES         | null               | text        | null                     | null              | null          |
| User                   | address                 | text                        | YES         | null               | text        | null                     | null              | null          |
| User                   | dob                     | text                        | YES         | null               | text        | null                     | null              | null          |
| User                   | idNumber                | text                        | YES         | null               | text        | null                     | null              | null          |
| User                   | nationality             | text                        | YES         | null               | text        | null                     | null              | null          |
| User                   | timezone                | text                        | YES         | null               | text        | null                     | null              | null          |
| User                   | initials                | text                        | YES         | null               | text        | null                     | null              | null          |
| User                   | firstName               | text                        | YES         | null               | text        | null                     | null              | null          |
| User                   | lastName                | text                        | YES         | null               | text        | null                     | null              | null          |
| User                   | accountType             | text                        | NO          | 'individual'::text | text        | null                     | null              | null          |
| User                   | deleted                 | text                        | YES         | 'non'::text        | text        | null                     | null              | null          |
| User                   | is_demo                 | boolean                     | YES         | false              | bool        | null                     | null              | null          |
| User                   | demo_session_id         | text                        | YES         | null               | text        | null                     | null              | null          |
| User                   | demo_created_at         | timestamp without time zone | YES         | now()              | timestamp   | null                     | null              | null          |
| _UserConversations     | A                       | text                        | NO          | null               | text        | null                     | null              | null          |
| _UserConversations     | B                       | text                        | NO          | null               | text        | null                     | null              | null          |
| journal_entry          | id                      | uuid                        | NO          | gen_random_uuid()  | uuid        | null                     | null              | null          |
| journal_entry          | posted_at               | timestamp with time zone    | NO          | now()              | timestamptz | null                     | null              | null          |
| journal_entry          | status                  | text                        | NO          | 'POSTED'::text     | text        | null                     | null              | null          |
| journal_entry          | external_ref            | text                        | YES         | null               | text        | null                     | null              | null          |
| journal_entry          | payment_order_id        | uuid                        | YES         | null               | uuid        | null                     | null              | null          |
| journal_entry          | description             | text                        | NO          | ''::text           | text        | null                     | null              | null          |
| journal_line           | id                      | uuid                        | NO          | gen_random_uuid()  | uuid        | null                     | null              | null          |
| journal_line           | journal_entry_id        | uuid                        | NO          | null               | uuid        | null                     | null              | null          |
| journal_line           | ledger_account_id       | uuid                        | NO          | null               | uuid        | null                     | null              | null          |
| journal_line           | direction               | text                        | NO          | null               | text        | null                     | null              | null          |
| journal_line           | amount_cents            | bigint                      | NO          | null               | int8        | null                     | 64                | 0             |
| ledger_account         | id                      | uuid                        | NO          | gen_random_uuid()  | uuid        | null                     | null              | null          |
| ledger_account         | code                    | text                        | NO          | null               | text        | null                     | null              | null          |
| ledger_account         | name                    | text                        | NO          | null               | text        | null                     | null              | null          |
| ledger_account         | type                    | text                        | NO          | null               | text        | null                     | null              | null          |
| ledger_account         | currency                | character                   | NO          | 'HTG'::bpchar      | bpchar      | 3                        | null              | null          |
| ledger_account         | customer_user_id        | text                        | YES         | null               | text        | null                     | null              | null          |
| ledger_account         | piyes_account_id        | text                        | YES         | null               | text        | null                     | null              | null          |
| ledger_account         | piyes_user_id           | text                        | YES         | null               | text        | null                     | null              | null          |
| ledger_account         | is_system               | boolean                     | NO          | false              | bool        | null                     | null              | null          |
| ledger_account         | allow_overdraft         | boolean                     | NO          | false              | bool        | null                     | null              | null          |
| ledger_account         | created_at              | timestamp with time zone    | NO          | now()              | timestamptz | null                     | null              | null          |
| ledger_account_balance | ledger_account_id       | uuid                        | NO          | null               | uuid        | null                     | null              | null          |
| ledger_account_balance | balance_cents           | bigint                      | NO          | 0                  | int8        | null                     | 64                | 0             |
| ledger_account_balance | updated_at              | timestamp with time zone    | NO          | now()              | timestamptz | null                     | null              | null          |
| payment_order          | id                      | uuid                        | NO          | gen_random_uuid()  | uuid        | null                     | null              | null          |
| payment_order          | idempotency_key         | text                        | YES         | null               | text        | null                     | null              | null          |
| payment_order          | customer_user_id        | text                        | NO          | null               | text        | null                     | null              | null          |
| payment_order          | type                    | text                        | NO          | null               | text        | null                     | null              | null          |
| payment_order          | status                  | text                        | NO          | 'CREATED'::text    | text        | null                     | null              | null          |
| payment_order          | amount_cents            | bigint                      | NO          | null               | int8        | null                     | 64                | 0             |
| payment_order          | currency                | character                   | NO          | 'HTG'::bpchar      | bpchar      | 3                        | null              | null          |
| payment_order          | debit_account_id        | uuid                        | NO          | null               | uuid        | null                     | null              | null          |
| payment_order          | credit_account_id       | uuid                        | NO          | null               | uuid        | null                     | null              | null          |
| payment_order          | journal_entry_id        | uuid                        | YES         | null               | uuid        | null                     | null              | null          |
| payment_order          | created_at              | timestamp with time zone    | NO          | now()              | timestamptz | null                     | null              | null          |
| payment_order          | updated_at              | timestamp with time zone    | NO          | now()              | timestamptz | null                     | null              | null          |
| piyes_api_key          | id                      | uuid                        | NO          | gen_random_uuid()  | uuid        | null                     | null              | null          |
| piyes_api_key          | ownerUserId             | text                        | YES         | null               | text        | null                     | null              | null          |
| piyes_api_key          | name                    | text                        | NO          | 'Clé tier'::text   | text        | null                     | null              | null          |
| piyes_api_key          | apiKeyHash              | text                        | NO          | null               | text        | null                     | null              | null          |
| piyes_api_key          | status                  | text                        | NO          | 'active'::text     | text        | null                     | null              | null          |
| piyes_api_key          | lastUsedAt              | timestamp without time zone | YES         | null               | timestamp   | null                     | null              | null          |
| piyes_api_key          | revokedAt               | timestamp without time zone | YES         | null               | timestamp   | null                     | null              | null          |
| piyes_api_key          | createdAt               | timestamp without time zone | NO          | CURRENT_TIMESTAMP  | timestamp   | null                     | null              | null          |


-- ============================================================
-- SECTION 4: CONTRAINTES (PRIMARY KEY, FOREIGN KEY, UNIQUE, CHECK)
-- ============================================================


-- 4.1: Clés primaires
| table_name             | constraint_name             | column_name       |
| ---------------------- | --------------------------- | ----------------- |
| Account                | Account_pkey                | id                |
| Ad                     | Ad_pkey                     | id                |
| BusinessProfile        | BusinessProfile_pkey        | id                |
| Card                   | Card_pkey                   | id                |
| Contact                | Contact_pkey                | id                |
| Conversation           | Conversation_pkey           | id                |
| Friendship             | Friendship_pkey             | id                |
| InternationalTransfer  | InternationalTransfer_pkey  | id                |
| Key                    | Key_pkey                    | id                |
| Message                | Message_pkey                | id                |
| Notification           | Notification_pkey           | id                |
| PrivacySettings        | PrivacySettings_pkey        | id                |
| Promotion              | Promotion_pkey              | id                |
| ScheduledPayment       | ScheduledPayment_pkey       | id                |
| Session                | Session_pkey                | id                |
| Transaction            | Transaction_pkey            | id                |
| User                   | User_pkey                   | id                |
| _UserConversations     | _UserConversations_AB_pkey  | B                 |
| _UserConversations     | _UserConversations_AB_pkey  | A                 |
| journal_entry          | journal_entry_pkey          | id                |
| journal_line           | journal_line_pkey           | id                |
| ledger_account         | ledger_account_pkey         | id                |
| ledger_account_balance | ledger_account_balance_pkey | ledger_account_id |
| payment_order          | payment_order_pkey          | id                |
| piyes_api_key          | piyes_api_key_pkey          | id                |

-- 4.2: Clés étrangères
| table_name             | constraint_name                               | column_name       | references_table | references_column | update_rule | delete_rule |
| ---------------------- | --------------------------------------------- | ----------------- | ---------------- | ----------------- | ----------- | ----------- |
| Account                | Account_userId_fkey                           | userId            | User             | id                | CASCADE     | RESTRICT    |
| Ad                     | Ad_userId_fkey                                | userId            | User             | id                | CASCADE     | RESTRICT    |
| Card                   | Card_userId_fkey                              | userId            | User             | id                | CASCADE     | RESTRICT    |
| Contact                | Contact_userId_fkey                           | userId            | User             | id                | CASCADE     | RESTRICT    |
| Conversation           | Conversation_adId_fkey                        | adId              | Ad               | id                | CASCADE     | RESTRICT    |
| Key                    | Key_userId_fkey                               | userId            | User             | id                | CASCADE     | RESTRICT    |
| Message                | Message_senderId_fkey                         | senderId          | User             | id                | CASCADE     | RESTRICT    |
| Message                | Message_conversationId_fkey                   | conversationId    | Conversation     | id                | CASCADE     | RESTRICT    |
| Notification           | Notification_userId_fkey                      | userId            | User             | id                | CASCADE     | RESTRICT    |
| PrivacySettings        | PrivacySettings_userId_fkey                   | userId            | User             | id                | CASCADE     | RESTRICT    |
| ScheduledPayment       | ScheduledPayment_userId_fkey                  | userId            | User             | id                | CASCADE     | RESTRICT    |
| Session                | Session_userId_fkey                           | userId            | User             | id                | CASCADE     | RESTRICT    |
| Transaction            | Transaction_userId_fkey                       | userId            | User             | id                | CASCADE     | RESTRICT    |
| _UserConversations     | _UserConversations_A_fkey                     | A                 | Conversation     | id                | CASCADE     | CASCADE     |
| _UserConversations     | _UserConversations_B_fkey                     | B                 | User             | id                | CASCADE     | CASCADE     |
| journal_line           | journal_line_journal_entry_id_fkey            | journal_entry_id  | journal_entry    | id                | NO ACTION   | CASCADE     |
| journal_line           | journal_line_ledger_account_id_fkey           | ledger_account_id | ledger_account   | id                | NO ACTION   | NO ACTION   |
| ledger_account_balance | ledger_account_balance_ledger_account_id_fkey | ledger_account_id | ledger_account   | id                | NO ACTION   | NO ACTION   |
| payment_order          | payment_order_credit_account_id_fkey          | credit_account_id | ledger_account   | id                | NO ACTION   | NO ACTION   |
| payment_order          | payment_order_debit_account_id_fkey           | debit_account_id  | ledger_account   | id                | NO ACTION   | NO ACTION   |
| piyes_api_key          | piyes_api_key_ownerUserId_fkey                | ownerUserId       | User             | id                | NO ACTION   | SET NULL    |

-- 4.3: Contraintes UNIQUE
| table_name      | constraint_name                                               | column_name       |
| --------------- | ------------------------------------------------------------- | ----------------- |
| BusinessProfile | BusinessProfile_userId_unique                                 | userId            |
| Friendship      | Friendship_unique_pair                                        | requesterId       |
| Friendship      | Friendship_unique_pair                                        | receiverId        |
| journal_entry   | journal_entry_external_ref_key                                | external_ref      |
| journal_line    | journal_line_journal_entry_id_ledger_account_id_direction_key | journal_entry_id  |
| journal_line    | journal_line_journal_entry_id_ledger_account_id_direction_key | direction         |
| journal_line    | journal_line_journal_entry_id_ledger_account_id_direction_key | ledger_account_id |
| ledger_account  | ledger_account_code_key                                       | code              |
| payment_order   | payment_order_idempotency_key_key                             | idempotency_key   |
| piyes_api_key   | piyes_api_key_apiKeyHash_key                                  | apiKeyHash        |

-- 4.4: Contraintes CHECK
| table_name             | constraint_name                    | check_clause                                                                                                  |
| ---------------------- | ---------------------------------- | ------------------------------------------------------------------------------------------------------------- |
| Account                | 2200_17517_3_not_null              | provider IS NOT NULL                                                                                          |
| Account                | 2200_17517_4_not_null              | label IS NOT NULL                                                                                             |
| Account                | 2200_17517_5_not_null              | balance IS NOT NULL                                                                                           |
| Account                | 2200_17517_6_not_null              | color IS NOT NULL                                                                                             |
| Account                | 2200_17517_12_not_null             | updatedAt IS NOT NULL                                                                                         |
| Account                | 2200_17517_14_not_null             | isVerified IS NOT NULL                                                                                        |
| Account                | 2200_17517_15_not_null             | kycStatus IS NOT NULL                                                                                         |
| Account                | 2200_17517_11_not_null             | createdAt IS NOT NULL                                                                                         |
| Account                | 2200_17517_10_not_null             | status IS NOT NULL                                                                                            |
| Account                | 2200_17517_8_not_null              | logoText IS NOT NULL                                                                                          |
| Account                | 2200_17517_7_not_null              | accountNumber IS NOT NULL                                                                                     |
| Account                | 2200_17517_1_not_null              | id IS NOT NULL                                                                                                |
| Account                | 2200_17517_2_not_null              | userId IS NOT NULL                                                                                            |
| Ad                     | 2200_17589_10_not_null             | views IS NOT NULL                                                                                             |
| Ad                     | 2200_17589_11_not_null             | createdAt IS NOT NULL                                                                                         |
| Ad                     | 2200_17589_1_not_null              | id IS NOT NULL                                                                                                |
| Ad                     | 2200_17589_9_not_null              | rating IS NOT NULL                                                                                            |
| Ad                     | 2200_17589_8_not_null              | images IS NOT NULL                                                                                            |
| Ad                     | 2200_17589_7_not_null              | category IS NOT NULL                                                                                          |
| Ad                     | 2200_17589_6_not_null              | location IS NOT NULL                                                                                          |
| Ad                     | 2200_17589_5_not_null              | price IS NOT NULL                                                                                             |
| Ad                     | 2200_17589_4_not_null              | description IS NOT NULL                                                                                       |
| Ad                     | 2200_17589_3_not_null              | title IS NOT NULL                                                                                             |
| Ad                     | 2200_17589_2_not_null              | userId IS NOT NULL                                                                                            |
| BusinessProfile        | 2200_44099_1_not_null              | id IS NOT NULL                                                                                                |
| BusinessProfile        | 2200_44099_9_not_null              | updatedAt IS NOT NULL                                                                                         |
| BusinessProfile        | 2200_44099_8_not_null              | createdAt IS NOT NULL                                                                                         |
| BusinessProfile        | 2200_44099_2_not_null              | userId IS NOT NULL                                                                                            |
| Card                   | 2200_17535_6_not_null              | expiryDate IS NOT NULL                                                                                        |
| Card                   | 2200_17535_5_not_null              | lastFour IS NOT NULL                                                                                          |
| Card                   | 2200_17535_4_not_null              | brand IS NOT NULL                                                                                             |
| Card                   | 2200_17535_3_not_null              | type IS NOT NULL                                                                                              |
| Card                   | 2200_17535_2_not_null              | userId IS NOT NULL                                                                                            |
| Card                   | 2200_17535_1_not_null              | id IS NOT NULL                                                                                                |
| Card                   | 2200_17535_7_not_null              | status IS NOT NULL                                                                                            |
| Card                   | 2200_17535_8_not_null              | color IS NOT NULL                                                                                             |
| Card                   | 2200_17535_9_not_null              | nameOnCard IS NOT NULL                                                                                        |
| Card                   | 2200_17535_10_not_null             | cvv IS NOT NULL                                                                                               |
| Card                   | 2200_17535_11_not_null             | limit IS NOT NULL                                                                                             |
| Card                   | 2200_17535_12_not_null             | isFrozen IS NOT NULL                                                                                          |
| Card                   | 2200_17535_14_not_null             | international IS NOT NULL                                                                                     |
| Card                   | 2200_17535_13_not_null             | onlinePayments IS NOT NULL                                                                                    |
| Card                   | 2200_17535_15_not_null             | contactless IS NOT NULL                                                                                       |
| Card                   | 2200_17535_16_not_null             | createdAt IS NOT NULL                                                                                         |
| Card                   | 2200_17535_17_not_null             | updatedAt IS NOT NULL                                                                                         |
| Contact                | 2200_17549_1_not_null              | id IS NOT NULL                                                                                                |
| Contact                | 2200_17549_2_not_null              | userId IS NOT NULL                                                                                            |
| Contact                | 2200_17549_4_not_null              | name IS NOT NULL                                                                                              |
| Contact                | 2200_17549_7_not_null              | app IS NOT NULL                                                                                               |
| Contact                | 2200_17549_8_not_null              | isVerified IS NOT NULL                                                                                        |
| Contact                | 2200_17549_9_not_null              | isFavorite IS NOT NULL                                                                                        |
| Contact                | 2200_17549_11_not_null             | type IS NOT NULL                                                                                              |
| Contact                | 2200_17549_12_not_null             | createdAt IS NOT NULL                                                                                         |
| Conversation           | 2200_17599_1_not_null              | id IS NOT NULL                                                                                                |
| Conversation           | 2200_17599_3_not_null              | role IS NOT NULL                                                                                              |
| Conversation           | 2200_17599_2_not_null              | adId IS NOT NULL                                                                                              |
| Conversation           | 2200_17599_4_not_null              | updatedAt IS NOT NULL                                                                                         |
| Friendship             | 2200_41776_1_not_null              | id IS NOT NULL                                                                                                |
| Friendship             | Friendship_status_check            | (status = ANY (ARRAY['pending'::text, 'friends'::text, 'blocked'::text]))                                     |
| Friendship             | 2200_41776_6_not_null              | updatedAt IS NOT NULL                                                                                         |
| Friendship             | 2200_41776_5_not_null              | createdAt IS NOT NULL                                                                                         |
| Friendship             | 2200_41776_4_not_null              | status IS NOT NULL                                                                                            |
| Friendship             | 2200_41776_3_not_null              | receiverId IS NOT NULL                                                                                        |
| Friendship             | 2200_41776_2_not_null              | requesterId IS NOT NULL                                                                                       |
| InternationalTransfer  | InternationalTransfer_status_check | (status = ANY (ARRAY['pending'::text, 'completed'::text, 'failed'::text]))                                    |
| InternationalTransfer  | InternationalTransfer_method_check | (method = ANY (ARRAY['bank'::text, 'cash'::text, 'mobile'::text]))                                            |
| InternationalTransfer  | 2200_45280_3_not_null              | recipientName IS NOT NULL                                                                                     |
| InternationalTransfer  | 2200_45280_2_not_null              | senderId IS NOT NULL                                                                                          |
| InternationalTransfer  | 2200_45280_1_not_null              | id IS NOT NULL                                                                                                |
| InternationalTransfer  | 2200_45280_7_not_null              | amountHTG IS NOT NULL                                                                                         |
| InternationalTransfer  | 2200_45280_5_not_null              | method IS NOT NULL                                                                                            |
| InternationalTransfer  | 2200_45280_4_not_null              | country IS NOT NULL                                                                                           |
| InternationalTransfer  | 2200_45280_8_not_null              | currency IS NOT NULL                                                                                          |
| InternationalTransfer  | 2200_45280_9_not_null              | amountForeign IS NOT NULL                                                                                     |
| InternationalTransfer  | 2200_45280_10_not_null             | fees IS NOT NULL                                                                                              |
| InternationalTransfer  | 2200_45280_12_not_null             | status IS NOT NULL                                                                                            |
| InternationalTransfer  | 2200_45280_16_not_null             | createdAt IS NOT NULL                                                                                         |
| InternationalTransfer  | 2200_45280_17_not_null             | updatedAt IS NOT NULL                                                                                         |
| Key                    | 2200_17561_5_not_null              | isVerified IS NOT NULL                                                                                        |
| Key                    | 2200_17561_1_not_null              | id IS NOT NULL                                                                                                |
| Key                    | 2200_17561_2_not_null              | userId IS NOT NULL                                                                                            |
| Key                    | 2200_17561_3_not_null              | type IS NOT NULL                                                                                              |
| Key                    | 2200_17561_4_not_null              | value IS NOT NULL                                                                                             |
| Key                    | 2200_17561_6_not_null              | createdAt IS NOT NULL                                                                                         |
| Message                | 2200_17606_1_not_null              | id IS NOT NULL                                                                                                |
| Message                | 2200_17606_2_not_null              | conversationId IS NOT NULL                                                                                    |
| Message                | 2200_17606_3_not_null              | senderId IS NOT NULL                                                                                          |
| Message                | 2200_17606_5_not_null              | timestamp IS NOT NULL                                                                                         |
| Message                | 2200_17606_4_not_null              | text IS NOT NULL                                                                                              |
| Notification           | 2200_17570_2_not_null              | userId IS NOT NULL                                                                                            |
| Notification           | 2200_17570_3_not_null              | type IS NOT NULL                                                                                              |
| Notification           | 2200_17570_4_not_null              | title IS NOT NULL                                                                                             |
| Notification           | 2200_17570_5_not_null              | body IS NOT NULL                                                                                              |
| Notification           | 2200_17570_10_not_null             | timestamp IS NOT NULL                                                                                         |
| Notification           | 2200_17570_7_not_null              | isRead IS NOT NULL                                                                                            |
| Notification           | 2200_17570_1_not_null              | id IS NOT NULL                                                                                                |
| PrivacySettings        | 2200_21048_1_not_null              | id IS NOT NULL                                                                                                |
| PrivacySettings        | 2200_21048_2_not_null              | userId IS NOT NULL                                                                                            |
| PrivacySettings        | 2200_21048_6_not_null              | visibility IS NOT NULL                                                                                        |
| PrivacySettings        | 2200_21048_5_not_null              | blockedEntities IS NOT NULL                                                                                   |
| PrivacySettings        | 2200_21048_4_not_null              | blockTransfersFrom IS NOT NULL                                                                                |
| PrivacySettings        | 2200_21048_3_not_null              | blockRequestsFrom IS NOT NULL                                                                                 |
| PrivacySettings        | 2200_21048_8_not_null              | hideTagInReceipts IS NOT NULL                                                                                 |
| PrivacySettings        | 2200_21048_9_not_null              | requestsOnlyFromFriends IS NOT NULL                                                                           |
| PrivacySettings        | 2200_21048_7_not_null              | allowAnonymousTransfers IS NOT NULL                                                                           |
| Promotion              | 2200_21062_7_not_null              | textColor IS NOT NULL                                                                                         |
| Promotion              | 2200_21062_1_not_null              | id IS NOT NULL                                                                                                |
| Promotion              | 2200_21062_2_not_null              | title IS NOT NULL                                                                                             |
| Promotion              | 2200_21062_3_not_null              | description IS NOT NULL                                                                                       |
| Promotion              | 2200_21062_9_not_null              | createdAt IS NOT NULL                                                                                         |
| Promotion              | 2200_21062_8_not_null              | isActive IS NOT NULL                                                                                          |
| Promotion              | 2200_21062_6_not_null              | color IS NOT NULL                                                                                             |
| Promotion              | 2200_21062_5_not_null              | route IS NOT NULL                                                                                             |
| Promotion              | 2200_21062_4_not_null              | icon IS NOT NULL                                                                                              |
| ScheduledPayment       | 2200_17579_6_not_null              | dueDate IS NOT NULL                                                                                           |
| ScheduledPayment       | 2200_17579_3_not_null              | title IS NOT NULL                                                                                             |
| ScheduledPayment       | 2200_17579_4_not_null              | counterparty IS NOT NULL                                                                                      |
| ScheduledPayment       | 2200_17579_1_not_null              | id IS NOT NULL                                                                                                |
| ScheduledPayment       | 2200_17579_2_not_null              | userId IS NOT NULL                                                                                            |
| ScheduledPayment       | 2200_17579_7_not_null              | status IS NOT NULL                                                                                            |
| ScheduledPayment       | 2200_17579_8_not_null              | type IS NOT NULL                                                                                              |
| ScheduledPayment       | 2200_17579_9_not_null              | frequency IS NOT NULL                                                                                         |
| ScheduledPayment       | 2200_17579_5_not_null              | amount IS NOT NULL                                                                                            |
| ScheduledPayment       | 2200_17579_10_not_null             | createdAt IS NOT NULL                                                                                         |
| Session                | 2200_21072_1_not_null              | id IS NOT NULL                                                                                                |
